Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
19/04/26,,Genoa Gelijk,2.93,3.18,8.53,,,0,5,-5,
19/04/26,,Genoa Under 2.5,1.44,1.625,12.85,,,0,20,-20,
19/04/26,,Bologna Win,4.99,6.5,30.26,,,0,5,-5,
19/04/26,,Bologna Gelijk,4.23,4.8,13.48,,,0,5,-5,
19/04/26,,Bologna +1.5,1.54,1.67,8.44,,,X,,,
19/04/26,,Bologna Over 2.5,1.59,1.72,8.18,1-0,,0,15,-15,1-0
19/04/26,,Arouca Win,1.65,1.96,18.79,,,1,15,14.4,
19/04/26,,Estrela Win,3.98,4.14,4.02,,,X,,,
19/04/26,,Estrela Over 2.5,1.65,1.925,16.67,,,0,15,-15,
19/04/26,,Sporting Lissabon Win,1.82,2.1,15.38,,,0,15,-15,
19/04/26,,Porto Win,1.12,1.19,6.25,,,X,,,
19/04/26,,Porto -1.5,1.35,1.67,23.70,,,X,,,
19/04/26,,Porto Over 2.5,1.41,1.675,18.79,,,0,20,-20,
19/04/26,,Braga Win,1.72,1.79,4.07,,,X,,,
19/04/26,,Braga Over 2.5,1.95,1.98,1.54,,,X,,,
Dagtotaal 19/04/26,,,,,,,,,405.00,-149.38,ROI -36.9% · 32 plays

20/04/26,,Lecce Gelijk,3.12,3.34,7.05,,,1,5,11.7,
20/04/26,,Lecce Under 2.5,1.59,1.625,2.20,,,X,,,
20/04/26,,Crystal Palace Win,2.17,2.6,19.82,,,0,10,-10,
20/04/26,,Crystal Palace Under 2.5,1.87,1.91,2.14,,,X,,,
20/04/26,,Moreirense Win,2.32,2.82,21.55,,,1,5,9.1,
Dagtotaal 20/04/26,,,,,,,,,20.00,10.80,ROI 54.0% · 3 plays

21/04/26,,Brighton Win,2.36,2.46,4.24,,,X,,,
21/04/26,,Lens Win,1.38,1.53,10.87,,,X,,,Halve Finale
21/04/26,,Lens Over 2.5,1.58,1.67,5.70,,,X,,,Halve Finale
21/04/26,,Osasuna Win,4.66,4.82,3.43,,,X,,,
21/04/26,,Osasuna Gelijk,3.13,3.54,13.10,,,0,5,-5,
21/04/26,,Osasuna Under 2.5,1.55,1.825,17.74,,,1,15,12.375,
21/04/26,,Mallorca Win,1.64,2.5,52.44,,,0,15,-15,
21/04/26,,Mallorca Over 2.5,1.83,2.2,20.22,,,0,15,-15,
21/04/26,,Betis Win,2.9,3,3.45,,,1,5,10,"3,1 EP"
21/04/26,,Betis Under 2.5,1.93,2.01,4.15,,,X,,,
21/04/26,,Real Madrid Win,1.2,1.24,3.33,,,X,,,
21/04/26,,Real Madrid -1.5,1.52,1.69,11.18,,,X,,,
21/04/26,,Real Madrid Over 3.5,1.92,2.05,6.77,,,0,10,-10,
Dagtotaal 21/04/26,,,,,,,,,65.00,-22.63,ROI -34.8% · 6 plays

22/04/26,,Leverkusen Win,4.55,5,9.89,,,X,,,Beker
22/04/26,,Leverkusen Over 3.5,1.61,1.73,7.45,,,0,15,-15,
22/04/26,,Bournemouth Win,1.75,1.95,11.43,,,0,15,-15,
22/04/26,,Burnley Win,12.22,15,22.75,,,0,1.25,-1.25,
22/04/26,,Burnley Draw,5.58,8,43.37,,,0,2.5,-2.5,
22/04/26,,Burnley Under 3.5,1.62,1.91,17.90,,,1,15,13.65,
22/04/26,,Nantes Draw,6.72,7.5,11.61,,,0,2.5,-2.5,
22/04/26,,Nantes Under 3.5,1.62,1.925,18.83,,,1,15,13.875,
22/04/26,,Strasbourg Win,1.61,1.7,5.59,,,X,,,Beker-
 Odd gedropt
22/04/26,,Sparta Win,2.65,3,13.21,,,0,5,-5,
22/04/26,,Elche Win,2.21,2.35,6.33,,,1,10,13.5,
22/04/26,,Elche Draw,3.32,3.72,12.05,,,0,5,-5,
22/04/26,,Elche Under 2.5,1.76,2.1,19.32,,,0,15,-15,
22/04/26,,Sociedad Win,1.85,2.2,18.92,,,0,15,-15,Beker vreugde
22/04/26,,Sociedad Over 1.5,1.22,1.58,29.51,,,X,,,Beker vreugde
22/04/26,,Sociedad Over 2.5,1.7,2.375,39.71,,,0,15,-15,Beker vreugde
Dagtotaal 22/04/26,,,,,,,,,131.25,-50.23,ROI -38.3% · 13 plays

23/04/26,,Stuttgart Win,1.48,1.61,8.78,,,0,20,-20,
23/04/26,,Stuttgart Under 3.5,1.64,1.57,-4.27,,,X,,,
23/04/26,,Go Ahead Win,1.96,2.15,9.69,,,0,10,-10,
23/04/26,,PSV Win,1.12,1.25,11.61,,,1,20,5,
23/04/26,,PSV Over 3.5,1.18,1.6,35.59,,,1,20,12,
23/04/26,,PSV Over 5.5,1.81,3.5,93.37,,,X,,,
23/04/26,,PSV -1.5,1.27,1.53,20.47,,,X,,,
23/04/26,,PSV -2.5,1.55,2.2,41.94,,,X,,,
23/04/26,,Braga Win,1.57,1.62,3.18,,,X,,,
23/04/26,,Braga Over 2.5,1.61,2.05,27.33,,,0,15,-15,
23/04/26,,Levante Win,1.84,2.5,35.87,,,1,15,22.5,
23/04/26,,Levante Over 2.5,1.68,2.2,30.95,,,0,15,-15,
23/04/26,,Espanyol Win,3.76,3.8,1.06,,,0,5,-5,
23/04/26,,Espanyol Gelijk,3.1,3.42,10.32,,,0,5,-5,
23/04/26,,Espanyol Under 2.5,1.6,1.95,21.88,,,1,15,14.25,
23/04/26,,Villareal Win,1.97,2.05,4.06,,,0,10,-10,
23/04/26,,Villarreal Gelijk,3.27,3.3,0.92,,,1,5,11.5,
23/04/26,,Villarreal Under 2.5,1.58,1.85,17.09,,,1,15,12.75,
Dagtotaal 23/04/26,,,,,,,,,170.00,-2.00,ROI -1.2% · 13 plays

24/04/26,,Leipzig Win,1.27,1.53,20.47,,,1,20,10.6,
24/04/26,,Leipzig -1.5,1.66,2.05,23.49,,,X,,,
24/04/26,,Leipzig Over 3.5,1.9,2.5,31.58,,,1,15,22.5,
24/04/26,,Sunderland Win,1.69,2.7,59.76,,,0,15,-15,
24/04/26,,Sunderland Over 2.5,2,2.2,10.00,,,1,10,12,
24/04/26,,Brest Win,3.5,5.75,64.29,,,1,5,23.75,
24/04/26,,Brest Draw,3.84,4.3,11.98,,,1,5,16.5,
24/04/26,,Napoli Draw,4.99,4.85,-2.81,,,X,,,
24/04/26,,Napoli Over 2.5,1.93,1.8,-6.74,,,X,,,
24/04/26,,Arouca Win,2.79,3.54,26.88,,,0,5,-5,NO EP
24/04/26,,Arouca Over 2.5,1.87,1.9,1.60,,,X,,,
24/04/26,,Betis Win,3.43,3.6,4.96,,,0,5,-5,
24/04/26,,Betis Gelijk,3.87,4.15,7.24,,,1,5,15.75,
24/04/26,,Betis Under 3.5,1.64,1.72,4.88,,,1,15,10.8,
Dagtotaal 24/04/26,,,,,,,,,100.00,86.90,ROI 86.9% · 10 plays

25/04/26,,Fulham Gelijk,3.61,3.7,2.49,1-0,F,X,,,F (1-0)
25/04/26,,Lyon Win,1.45,1.6,10.34,,,1,20,12,
25/04/26,,Parma Win,1.77,2.3,29.94,,,1,15,19.5,
25/04/26,,Parma Over 2.5,2.02,2.62,29.70,,,0,10,-10,
25/04/26,,Alaves Win,1.97,2.05,4.06,,,1,10,10.5,
25/04/26,,Bayern Win,1.28,1.7,32.81,,,1,15,10.5,CL
25/04/26,,Bayern -1.5,1.67,2.6,55.69,,,X,,,CL
25/04/26,,Frankfurt Win,2.42,2.45,1.24,,,0,5,-5,(EP Taken)
25/04/26,,Frankfurt Over 3.5,1.81,2.32,28.18,,,0,15,-15,
25/04/26,,Koln Win,3.69,3.9,5.69,,,X,,,
25/04/26,,Koln Over 3.5,1.88,2.34,24.47,,,0,15,-15,
25/04/26,,Gladbach Win,2.89,2.87,-0.69,,,X,,,
25/04/26,,Hamburger Win,3.85,4,3.90,,,0,5,-5,
25/04/26,,Hamburger Draw,3.94,4.2,6.60,,,0,5,-5,
25/04/26,,Hamburger Under 3.5,1.62,1.725,6.48,,,1,15,10.875,
25/04/26,,Crystal Palace Win,4.13,5.25,27.12,,,X,,,UCL
25/04/26,,Crystal Palace Draw,3.69,4.5,21.95,,,X,,,UCL
25/04/26,,CP Under 2.5,2.16,2.5,15.74,,,0,10,-10,UCL
25/04/26,,Everton Win,2.53,2.87,13.44,,,0,5,-5,
25/04/26,,Wolverhampton Win,3.06,4.5,47.06,,,0,5,-5,
25/04/26,,Wolverhampton Draw,3.49,4.4,26.07,,,0,5,-5,
25/04/26,,Wolverhampton Under 2.5,2.08,2.3,10.58,,,1,10,13,
25/04/26,,Arsenal Win,1.4,1.44,2.86,,,X,,,CL
25/04/26,,Angers Win,6.23,11,76.56,,,0,2.5,-2.5,PSG CL
25/04/26,,Angers Draw,4.12,6.5,57.77,,,0,5,-5,PSG CL
25/04/26,,Angers Under 2.5,2.15,2.63,22.33,,,0,10,-10,PSG CL
25/04/26,,Toulouse Win,3.25,4.2,29.23,,,0,5,-5,
25/04/26,,Toulouse Draw,3.78,4.21,11.38,,,1,5,16.05,
25/04/26,,Bologna Win,2.72,3.4,25.00,,,0,5,-5,
25/04/26,,Bologna Draw,3.15,3.18,0.95,,,X,,,
25/04/26,,Bologna Under 2.5,1.7,1.81,6.47,,,1,15,12.15,
25/04/26,,Lecce Win,3.19,3.1,-2.82,,,X,,,
25/04/26,,Lecce Draw,2.74,3,9.49,,,1,5,10,
25/04/26,,Lecce Under 1.5,2.27,2.47,8.81,,,X,,,
25/04/26,,Feyenoord Win,1.53,1.65,7.84,,,1,15,9.75,
25/04/26,,Feyenoord -1.5,2.21,2.67,20.81,,,X,,,
25/04/26,,Feyenoord Over 3.5,1.9,2.35,23.68,,,1,15,20.25,
25/04/26,,Fortuna Win,5.01,5.75,14.77,,,0,2.5,-2.5,
25/04/26,,Fortuna Over 3.5,1.85,1.9,2.70,,,X,,,
25/04/26,,Ajax Over 2.5,1.67,1.75,4.79,,,0,15,-15,
25/04/26,,NEC Win,3.39,5,47.49,,,0,5,-5,
25/04/26,,NEC Over 3.5,1.92,2,4.17,,,X,,,
25/04/26,,Nacional Win,2.44,2.45,0.41,,,X,,,
25/04/26,,Nacional Gelijk,2.89,3.42,18.34,,,0,5,-5,
25/04/26,,Nacional Under 2.5,1.42,1.9,33.80,,,1,20,18,
25/04/26,,Moreirense Win,19.05,17,-10.76,,,X,,,
25/04/26,,Moreirense Draw,7.74,10.5,35.66,,,0,2.5,-2.5,
25/04/26,,Moreirense Over 3.5,2.08,2.075,-0.24,,,X,,,
25/04/26,,Vitoria Win,1.75,1.71,-2.29,,,X,,,
25/04/26,,Vitoria -1.5,2.83,3.36,18.73,,,X,,,
25/04/26,,Vitoria Over 2.5,1.64,1.88,14.63,,,0,15,-15,
25/04/26,,Getafe Win,4.74,5.25,10.76,,,0,5,-5,
25/04/26,,Getafe Draw,3.94,3.82,-3.05,,,X,,,
25/04/26,,Getafe Over 2.5,1.76,1.925,9.38,,,0,15,-15,
25/04/26,,Valencia Gelijk,3.36,3.34,-0.60,,,X,,,
25/04/26,,Valencia Under 2.5,1.85,1.825,-1.35,,,X,,,
25/04/26,,Atletico Madrid Win,1.42,2,40.85,,,1,15,15,CL
25/04/26,,Atletico Madrid Over 2.5,1.7,1.91,12.35,,,1,15,13.65,CL
Dagtotaal 25/04/26,,,,,,,,,362.50,18.73,ROI 5.2% · 37 plays

26/04/26,,Stuttgart Win,1.56,1.6,2.56,,,X,,,
26/04/26,,Stuttgart Under 3.5,1.55,1.72,10.97,,,1,15,10.8,
26/04/26,,Dortmund Win,1.29,1.42,10.08,,,1,20,8.4,
26/04/26,,Dortmund -1.5,1.71,2.04,19.30,,,X,,,
26/04/26,,Dortmund Over 3.5,1.99,2.38,19.60,,,1,10,13.8,
26/04/26,,Lorient Win,1.96,1.9,-3.06,,,X,,,
26/04/26,,Lorient Over 2.5,1.42,1.725,21.48,,,1,20,14.5,
26/04/26,,Havre Win,1.63,1.53,-6.13,,,X,,,
26/04/26,,Havre Under 2.5,1.84,1.93,4.89,,,0,15,-15,
26/04/26,,Havre Gelijk,3.99,4.4,10.28,,,1,5,17,
26/04/26,,Lille Win,1.63,1.8,10.43,,,1,15,12,
26/04/26,,Lille over 2.5,1.31,1.825,39.31,,,0,20,-20,
26/04/26,,Stade Rennes Under 2.5,2.1,2.2,4.76,,,0,10,-10,
26/04/26,,Marseille Win,1.34,1.6,19.40,,,0,20,-20,
26/04/26,,Marseille -1.5,1.8,2.39,32.78,,,X,,,
26/04/26,,Marseille Over 3.5,1.87,2.3,22.99,,,0,15,-15,
26/04/26,,Sassuolo Win,3.05,4,31.15,,,0,5,-5,
26/04/26,,Sassuolo Gelijk,3.45,3.5,1.45,,,X,,,
26/04/26,,Genoa Gelijk,3.49,3.9,11.75,,,0,5,-5,
26/04/26,,Inter Win,1.38,1.42,2.90,,,X,,,
26/04/26,,Inter Over 2.5,1.42,1.57,10.56,,,X,,,
26/04/26,,Inter Over 3.5,2.03,2.5,23.15,,,1,10,15,
26/04/26,,Juventus Win,2.28,2.7,18.42,,,0,10,-10,
26/04/26,,Juventus Over 2.5,1.94,2.01,3.61,,,0,10,-10,
26/04/26,,Utrecht Win,1.95,2.15,10.26,5-0,F,0,10,-10,F (5-0)
26/04/26,,Utrecht Under 2.5,2.05,2.1,2.44,5-0,F,X,,,F (5-0)
26/04/26,,Heracles Win,2.11,2.15,1.90,,,X,,,
26/04/26,,Heracles Gelijk,3.61,4.05,12.19,,,0,5,-5,
26/04/26,,Heracles Under 2.5,1.96,2.2,12.24,,,1,10,12,
26/04/26,,Estoril Win,2.68,3.6,34.33,,,0,5,-5,
26/04/26,,Estoril Gelijk,3.51,3.72,5.98,,,0,5,-5,
26/04/26,,Estoril Under 2.5,2.07,2.25,8.70,,,1,10,12.5,
26/04/26,,Braga Win,1.69,2.1,24.26,,,0,15,-15,UCL game
26/04/26,,Braga Over 2.5,2.09,2.45,17.22,,,1,10,14.5,UCL game
26/04/26,,Porto -1.5,1.88,2.06,9.57,,,X,,,
26/04/26,,Porto Over 2.5,1.61,1.925,19.57,,,1,15,13.875,
26/04/26,,AFS gelijk,7.78,10.5,34.96,,,1,2.5,23.75,
26/04/26,,AFS Under 3.5,1.82,2.075,14.01,,,1,15,16.125,
26/04/26,,Vallecano Win,1.87,2.87,53.48,,,0,15,-15,
26/04/26,,Vallecano Under 2.5,1.68,2.025,20.54,,,0,15,-15,
26/04/26,,Oviedo Draw,2.92,3.62,23.97,,,0,5,-5,
26/04/26,,Oviedo Under 2.5,1.49,1.825,22.48,,,0,20,-20,
26/04/26,,Osasuna Win,1.65,1.9,15.15,,,1,15,13.5,
26/04/26,,Osasuna Over 2.5,1.71,2.2,28.66,,,1,15,18,
26/04/26,,Villarreal Win,1.79,1.96,9.50,,,1,15,14.4,"NO EP (1,83)"
Dagtotaal 26/04/26,,,,,,,,,407.50,25.15,ROI 6.2% · 34 plays

27/04/26,,ManU Win,1.76,1.9,7.95,,,1,15,13.5,
27/04/26,,Cagliari Win,4.57,4.75,3.94,,,1,5,18.75,
27/04/26,,Cagliari Gelijk,3.14,3.86,22.93,,,0,5,-5,
27/04/26,,Cagliari Under 2.5,1.58,1.925,21.84,,,0,15,-15,
27/04/26,,Udinese Win,3.72,3.75,0.81,,,X,,,
27/04/26,,Udinese Over 2.5,1.89,2.25,19.05,,,1,15,18.75,
27/04/26,,Gil Vicente Win,1.44,1.66,15.28,,,1,20,13.2,
27/04/26,,Gil Vicente Over 2.5,1.95,2.1,7.69,,,1,10,11,
27/04/26,,Levante Win,2.95,3.8,28.81,,,0,5,-5,
27/04/26,,Levante Gelijk,3.23,3.36,4.02,,,X,,,
27/04/26,,Levante Under 2.5,1.77,1.8,1.69,,,X,,,
Dagtotaal 27/04/26,,,,,,,,,90.00,50.20,ROI 55.8% · 8 plays

29/04/26,,Sporting Lissabon Win,1.06,1.1,3.77,,,X,,,
29/04/26,,Sporting Lissabon Over 3.5,1.51,1.925,27.48,,,1,15,13.875,
Dagtotaal 29/04/26,,,,,,,,,15.00,13.88,ROI 92.5% · 1 plays

01/05/26,,Burnley Win,5.45,7.5,37.61,,,0,2.5,-2.5,
01/05/26,,Burnley Draw,4.19,4.7,12.17,,,0,5,-5,
01/05/26,,Pisa Draw,2.47,3.02,22.27,,,0,5,-5,
01/05/26,,Pisa Under 2.5,1.22,1.53,25.41,,,0,20,-20,
01/05/26,,Girona Win,2.04,2.05,0.49,,,X,,,
01/05/26,,Girona Under 2.5,2.05,2,-2.44,,,X,,,
Dagtotaal 01/05/26,,,,,,,,,32.50,-32.50,ROI -100.0% · 4 plays

02/05/26,,Union Berlin Win,2.26,2.53,11.95,,,0,10,-10,
02/05/26,,Bayern Win,1.05,1.22,16.19,,,0,20,-20,
02/05/26,,Bayern Over 3.5,1.22,1.61,31.97,,,1,20,12.2,
02/05/26,,Eintracht Win,1.58,1.75,10.76,,,0,15,-15,
02/05/26,,Eintracht Under 3.5,1.57,1.66,5.73,,,1,15,9.9,
02/05/26,,Hoffenheim Win,2.15,2.3,6.98,,,1,10,13,
02/05/26,,Hoffenheim Over 3.5,1.63,1.925,18.10,,,1,15,13.875,
02/05/26,,Augsburg Win,3.35,3.6,7.46,,,0,5,-5,
02/05/26,,Augsburg Draw,3.74,3.86,3.21,,,1,5,14.3,
02/05/26,,Augsburg Under 2.5,2.34,2.3,-1.71,,,X,,,
02/05/26,,Leverkusen Win,1.94,2.1,8.25,,,1,10,11,
02/05/26,,Leverkusen Under 3.5,1.91,1.925,0.79,,,X,,,
02/05/26,,Brentford Win,1.74,1.95,12.07,,,1,15,14.25,
02/05/26,,Brighton Win,2.13,2.6,22.07,,,0,10,-10,
02/05/26,,Brighton Over 2.5,1.61,1.72,6.83,,,1,15,10.8,
02/05/26,,Sunderland Draw,3.32,3.44,3.61,,,X,,,
02/05/26,,Sunderland Under 2.5,1.77,1.8,1.69,,,X,,,
02/05/26,,Arsenal Win,1.38,1.44,4.35,,,X,,,
02/05/26,,Arsenal Over 2.5,1.72,1.8,4.65,,,X,,,
02/05/26,,Nantes Draw,3.88,4.2,8.25,,,0,5,-5,
02/05/26,,Nantes Under 2.5,2.2,2.3,4.55,,,X,,,
02/05/26,,PSG Win,1.2,1.3,8.33,,,0,20,-20,
02/05/26,,Metz Win,6.17,6.25,1.30,,,0,2.5,-2.5,
02/05/26,,Metz Draw,4.35,5.45,25.29,,,0,5,-5,
02/05/26,,Metz Under 3.5,1.57,1.85,17.83,,,1,15,12.75,
02/05/26,,Nice Win,3.74,4,6.95,,,0,5,-5,
02/05/26,,Nice Draw,4.08,4.25,4.17,,,1,5,16.25,
02/05/26,,Nice over 2.5,1.56,1.57,0.64,,,X,,,
02/05/26,,Torino Win,3.38,3.25,-3.85,,,X,,,
02/05/26,,Torino Draw,3.26,3.22,-1.23,,,X,,,
02/05/26,,Como Win,2.1,2.25,7.14,,,0,10,-10,
02/05/26,,Como Over 2.5,1.81,2.15,18.78,,,0,15,-15,
02/05/26,,Atalanta Win,1.6,1.57,-1.88,,,X,,,
02/05/26,,Utrecht Win,1.31,1.8,37.40,,,1,20,16,
02/05/26,,Utrecht -1.5,1.83,3.23,76.50,,,X,,,
02/05/26,,Groningen Win,1.39,1.7,22.30,,,0,20,-20,
02/05/26,,Groningen -1.5,2.01,2.71,34.83,,,X,,,
02/05/26,,Groningen Under 3.5,1.63,1.61,-1.23,,,X,,,
02/05/26,,Ajax Gelijk,4.05,4.25,4.94,,,1,5,16.25,
02/05/26,,Ajax Under 3.5,1.77,1.925,8.76,,,0,15,-15,
02/05/26,,NEC Over 3.5,1.85,1.975,6.76,,,0,15,-15,
02/05/26,,Arouca Win,2.45,2.7,10.20,,,0,5,-5,
02/05/26,,Arouca Over 2.5,1.84,2.35,27.72,,,1,15,20.25,
02/05/26,,Nacional Win,1.39,1.42,2.16,,,X,,,
02/05/26,,Nacional Over 2.5,1.59,1.65,3.77,,,X,,,
02/05/26,,Moreirense Win,2,2.45,22.50,,,1,10,14.5,
02/05/26,,Famalicao Win,3.6,5.25,45.83,,,0,5,-5,Benfica Titel?
02/05/26,,Famalicao Draw,3.41,3.8,11.44,,,1,5,14,Benfica Titel?
02/05/26,,Famalicao +1.5,1.28,1.52,18.75,,,X,,,Benfica Titel?
02/05/26,,Famalicao Under 2.5,1.88,2.1,11.70,,,0,15,-15,
02/05/26,,Porto Win,1.15,1.17,1.74,,,X,,,
02/05/26,,Porto -1.5,1.42,1.6,12.68,,,X,,,
02/05/26,,Porto Over 3.5,1.91,2.375,24.35,,,0,10,-10,…
02/05/26,,Villarreal Win,1.3,1.7,30.77,,,1,20,14,
02/05/26,,Villarreal -1.5,1.75,2.97,69.71,,,X,,,
02/05/26,,Villarreal Over 2.5,1.48,1.575,6.42,,,1,20,11.5,
02/05/26,,Atl Madrid Under 2.5,1.89,2.03,7.41,,F,1,15,15.45,Fully B Atl M?
02/05/26,,Alaves Win,2.05,2.7,31.71,,,0,10,-10,
02/05/26,,Alaves Over 2.5,2.03,2.03,0.00,,,X,,,
02/05/26,,Osasuna Win,4.18,4.5,7.66,,,0,5,-5,
02/05/26,,Barca Win -1.5,2.89,2.75,-4.84,,,X,,,
02/05/26,,Barca Over 3.5,1.87,2.3,22.99,,,0,15,-15,
Dagtotaal 02/05/26,,,,,,,,,472.50,12.78,ROI 2.7% · 40 plays

03/05/26,,Mainz Win,1.99,2.55,28.14,,,1,10,15.5,
03/05/26,,Mainz Over 2.5,1.91,2.1,9.95,,,1,10,11,
03/05/26,,Dortmund Win,1.61,1.96,21.74,,,0,15,-15,
03/05/26,,Dortmund Over 2.5,1.57,1.64,4.46,,,X,,,
03/05/26,,Freiburg Win,1.51,2.55,68.87,,,0,15,-15,
03/05/26,,Freiburg Over 2.5,1.43,1.74,21.68,,,0,20,-20,
03/05/26,,Crystal Palace Win,4.68,5.25,12.18,,,0,5,-5,
03/05/26,,Crystal Palace Draw,3.65,4.15,13.70,,,0,5,-5,
03/05/26,,Crystal Palace Under 2.5,2,2.2,10.00,,,0,10,-10,
03/05/26,,ManU Win,1.97,2.2,11.68,,,1,10,12,
03/05/26,,ManU Over 2.5,1.44,1.53,6.25,,,1,20,10.6,
03/05/26,,Spurs Draw,3.44,3.62,5.23,,,0,5,-5,
03/05/26,,Spurs over 2.5,1.73,1.75,1.16,,,X,,,
03/05/26,,Lille Win,1.33,1.42,6.77,,,0,20,-20,
03/05/26,,Lille Over 2.5,1.81,1.9,4.97,,,X,,,
03/05/26,,Angers Win,4.6,5.5,19.57,,,0,5,-5,
03/05/26,,Angers Draw,2.84,3.8,33.80,,,0,5,-5,
03/05/26,,Angers Under 2.5,1.36,1.72,26.47,,,0,20,-20,
03/05/26,,Paris FC Win,1.69,2,18.34,,,1,15,15,
03/05/26,,Paris FC Over 2.5,1.61,1.85,14.91,,,1,15,12.75,
03/05/26,,Strasbourg Win,1.84,2.8,52.17,,,0,15,-15,
03/05/26,,Strasbourg Under 2.5,1.99,2,0.50,,,X,,,
03/05/26,,Lyon Win,1.91,2.15,12.57,,,1,10,11.5,
03/05/26,,Lyon Over 2.5,1.48,1.625,9.80,,,1,20,12.5,
03/05/26,,Cagliari Win,4.72,4.86,2.97,,,X,,,
03/05/26,,Cagliari Draw,3.36,3.52,4.76,,,X,,,
03/05/26,,Cagliari Under 2.5,1.75,1.77,1.14,,,X,,,
03/05/26,,Sassuolo Draw,3.69,4.15,12.47,,,0,5,-5,
03/05/26,,Sassuolo Under 2.5,1.91,2.21,15.71,,,1,10,12.1,
03/05/26,,Juventus Win,1.16,1.2,3.45,,,X,,,
03/05/26,,Juventus Over 2.5,1.48,1.61,8.78,,,0,20,-20,
03/05/26,,Parma Draw,6.72,7.2,7.14,,,0,2.5,-2.5,
03/05/26,,Volendam Win,2.54,3.6,41.73,,,0,5,-5,
03/05/26,,Volendam Draw,3.89,4.3,10.54,,,0,5,-5,
03/05/26,,Volendam Under 3.5,1.64,1.675,2.13,,,X,,,
03/05/26,,Fortuna Win,4.76,5.5,15.55,,,0,5,-5,
03/05/26,,Fortuna Draw,4.57,4.95,8.32,,,0,5,-5,
03/05/26,,Fortuna Over 3.5,2.16,2.3,6.48,,,0,10,-10,
03/05/26,,Pec gelijk,4.92,5.3,7.72,,,0,5,-5,
03/05/26,,Pec Under 3.5,1.56,1.675,7.37,,,1,15,10.125,
03/05/26,,AZ Win,2.39,2.75,15.06,,,0,5,-5,
03/05/26,,AZ Over 2.5,1.41,1.44,2.13,,,X,,,
03/05/26,,Go Ahead Win,2.86,3.1,8.39,,,0,5,-5,
03/05/26,,Go Ahead Draw,3.47,4.05,16.71,,,1,5,15.25,
03/05/26,,Go Ahead Under 3.5,1.37,1.625,18.61,,,0,20,-20,
03/05/26,,Casa Pia Win,1.8,2.25,25.00,,,0,15,-15,
03/05/26,,Casa Pia Over 2.5,2.06,2.2,6.80,,,0,10,-10,
03/05/26,,Braga Win,1.43,1.66,16.08,,,0,20,-20,B Elftal?
03/05/26,,Braga Over 2.5,1.43,1.625,13.64,,,0,20,-20,B
03/05/26,,Rio Ave Win,3.37,3.75,11.28,,,0,5,-5,
03/05/26,,Rio Ave Draw,3.56,3.52,-1.12,,,X,,,
03/05/26,,Rio Ave Over 2.5,1.93,1.97,2.07,,,X,,,
03/05/26,,Elche Win,2.89,4.5,55.71,,,0,5,-5,
03/05/26,,Elche Draw,3.75,3.94,5.07,,,0,5,-5,
03/05/26,,Elche Over 2.5,1.68,1.7,1.19,,,X,,,
03/05/26,,Getafe Draw,3.01,3.39,12.62,,,0,5,-5,
03/05/26,,Betis Win,1.51,1.55,2.65,,,X,,,
03/05/26,,Betis Over 2.5,1.54,1.9,23.38,,,1,15,13.5,
03/05/26,,Real Madrid Win,1.65,1.75,6.06,,,1,15,11.25,
03/05/26,,Real Madrid Under 3.5,1.47,1.575,7.14,,,1,20,11.5,
Dagtotaal 03/05/26,,,,,,,,,507.50,-142.93,ROI -28.2% · 46 plays

04/05/26,,Everton Win,6.27,6.5,3.67,,,1,2.5,13.75,
04/05/26,,Everton Draw,4.22,4.7,11.37,,,1,5,18.5,
04/05/26,,Lazio Win,2.32,2.3,-0.86,,,X,,,
04/05/26,,Lazio Draw,2.75,3.3,20.00,,,0,5,-5,
04/05/26,,Lazio Under 2.5,1.33,1.78,33.83,,,0,20,-20,
04/05/26,,Roma Draw,4.02,4.4,9.45,,,0,5,-5,
04/05/26,,Roma Under 2.5,1.97,1.975,0.25,,,X,,,
04/05/26,,Sporting Lissabon Win,1.16,1.24,6.90,,,1,20,4.8,
04/05/26,,Sporting -1.5,1.41,1.78,26.24,,,X,,,
04/05/26,,Sporting Over 3.5,1.78,2.15,20.79,,,1,15,17.25,
04/05/26,,Sociedad Win,2.7,2.9,7.41,,,0,5,-5,
04/05/26,,Sociedad Over 2.5,1.88,1.95,3.72,,,X,,,
Dagtotaal 04/05/26,,,,,,,,,77.50,19.30,ROI 24.9% · 8 plays

08/05/26,,Dortmund Win,1.44,1.48,2.78,,,X,,,Dortmund motivatie?
08/05/26,,Dortmund -1.5,2,2.28,14.00,,,X,,,Dortmund motivatie?
08/05/26,,Dortmund Over 3.5,1.82,1.925,5.77,,,1,15,13.875,Dortmund motivatie?
08/05/26,,Lens win,1.26,1.44,14.29,,,1,20,8.8,
08/05/26,,Lens Under 2.5,2.4,2.62,9.17,,,1,5,8.1,
08/05/26,,Sassuolo Win,2.92,2.9,-0.68,,,X,,,
08/05/26,,Sassuolo Over 2.5,1.86,1.8,-3.23,,,X,,,
08/05/26,,Osasuna Win,2.94,2.8,-4.76,,,X,,,Osasuna motivatie?
08/05/26,,Osasuna Draw,3.06,3.36,9.80,,,0,5,-5,Osasuna motivatie?
